11,1.77,3.61,165,1.57,3.77,181,1.88,3.7,185,1.54,3.74,149,1.52,3.62,161,1.57,3.5,132,1.56,3.55,167,1.8,3.81,120,1.8,3.84,146,1.9,3.61,169,1.89,3.49,146,1.81,3.81,197
12,11.78,16.77,61,11.53,16.2,60,11.73,15.84,63,11.81,16.83,60,11.82,16.73,54,11.81,16.3,48,11.75,16.45,66,11.82,16.08,57,11.75,16.59,48,11.88,16.43,64,11.85,16.85,42,11.84,16.46,61
13,21.28,30.42,120,22.38,30.16,86,21.18,29.01,93,20.53,30.57,102,22.57,29.07,120,21.57,28.68,102,20.74,28.46,112,22.43,30.12,100,20.57,29.87,107,20.81,30.86,118,22.51,28.83,109,21.52,29.41,82
14,3.48,5.98,215,3.52,5.87,199,3.67,5.65,182,3.5,5.64,183,3.4,6.04,194,3.51,5.69,186,3.69,5.91,219,3.61,6.04,186,3.46,5.96,182,3.51,5.52,195,3.61,5.83,182,3.42,5.83,214
15,20.12,25.7,94,20.85,25.9,115,21.36,26.94,129,22.55,25.5,90,20.52,26.23,148,21.32,26.31,144,18.93,25.56,89,18.89,26.47,89,21.7,27.05,145,18.54,26.61,98,21.43,25.7,125,21.43,25.84,104
16,28.39,32.6,50,26.82,33.62,43,26.4,33.85,57,26.7,32.52,52,27.69,32.79,60,27.13,34.91,52,26.88,33.8,57,27.74,33.14,44,28.54,35.51,48,27.8,37.01,60,28.54,35.32,56,26.74,35.12,52
17,18.54,23.8,58,16.44,23.89,41,18.33,23.93,52,18.68,22.92,50,17.62,23.86,53,17.59,23.64,60,16.88,23.07,41,17.89,24.04,46,18.09,23.07,56,17.98,22.98,54,18.57,23.45,47,18.3,22.58,50
18,9.74,15.85,108,10.6,14.73,117,10.48,15.59,97,10.09,15.35,31,10.75,14.78,81,11.19,15.93,111,10.98,15.13,69,9.34,15.95,62,11.18,14.85,72,10.16,14.95,54,10.48,15.7,52,9.41,15.18,96
19,14.1,19.54,62,14.46,18.71,64,13.63,19.9,72,13.22,19.03,80,14.14,19.68,76,14.63,19.43,62,12.89,19.72,70,13.51,19.03,80,13.5,18.84,77,14.18,19.49,67,12.88,18.7,79,13.24,19.43,61
20,32.42,42.79,32,33.66,43.11,36,32.78,41.56,51,33.68,42.1,46,33.03,42.54,54,34.32,41.07,55,33.54,42.53,33,32.41,42.07,46,33.36,41.97,37,33.23,41.61,55,32.72,41.17,41,33.68,42.6,38
21,27.81,32.97,78,27.87,33.58,63,26.7,33.57,37,26.27,33.15,64,25.53,35.07,41,27.42,33.89,75,26.95,32.79,44,27.48,34.73,74,25.72,34.45,20,28.06,32.79,22,25.37,32.92,40,26.92,34.38,64
22,9.65,12.61,40,9.87,12.74,37,9.34,12.78,55,10.31,12.98,55,9.41,12.58,48,9.55,12.97,57,9.82,13.01,48,9.52,12.73,26,9.9,12.54,52,9.34,12.8,56,10.36,12.87,52,10.13,12.51,52
23,8.87,14.12,240,9.44,14.08,219,8.8,13.65,294,9.36,14.88,260,9.05,15.01,252,9.5,14.6,250,9.58,14.33,229,8.45,13.55,226,8.96,14.22,214,9.22,14.2,204,8.57,13.94,282,8.33,13.76,257
24,0.81,1.68,483,0.81,1.64,454,0.89,1.51,442,0.83,1.58,482,0.82,1.68,498,0.87,1.68,431,0.89,1.64,459,0.87,1.51,420,0.81,1.52,439,0.8,1.65,488,0.88,1.55,447,0.83,1.56,487
25,5.4,7.1,122,5.09,7.23,75,5.62,7.68,105,5.23,7.17,120,4.96,7.36,88,5.2,6.62,127,4.82,6.59,107,5.71,7.42,63,5.38,6.99,133,5.03,7.26,69,4.96,6.76,73,4.97,7.54,126
26,4.18,7.54,26,4.22,7.81,24,3.96,8.46,22,4.58,8.33,21,3.86,7.9,28,4.53,8.61,29,4.73,8.29,23,3.97,7.68,29,4.03,8.48,25,4.11,7.62,22,4.43,7.55,30,3.86,8.2,28
27,4.38,7.6,39,4.03,7.33,27,4.35,7.34,29,4.17,7.45,30,4.41,7.32,30,4.12,8.0,39,3.87,7.93,28,4.01,7.53,37,3.71,7.54,32,4.01,7.55,32,4.41,7.71,31,4.34,7.69,37
28,22.92,27.37,73,23.45,27.85,77,23.22,28.03,77,22.59,27.68,69,22.75,27.58,71,23.35,27.85,67,22.88,27.67,79,22.67,27.48,69,23.06,27.72,71,23.14,27.5,78,22.62,27.14,67,22.71,27.65,61
29,22.15,26.55,69,21.94,27.96,87,21.33,27.16,90,22.31,26.49,80,21.42,26.6,78,21.46,27.19,71,22.04,27.26,78,20.63,27.92,80,21.11,27.04,88,21.59,26.32,88,22.34,27.29,79,22.41,27.1,85
30,11.03,13.74,97,11.09,13.83,99,11.43,13.2,91,11.3,14.48,90,10.85,14.12,97,10.68,13.76,99,11.38,13.2,95,10.98,13.67,96,10.75,13.85,94,11.29,14.2,81,10.8,14.26,84,10.61,14.71,85
31,26.89,31.78,38,27.41,30.21,34,26.46,31.35,40,27.42,30.71,37,26.04,31.3,32,26.67,32.07,32,25.67,30.86,32,26.0,31.11,31,27.35,30.8,39,25.58,31.58,35,25.97,30.46,33,26.98,30.35,39
32,16.82,22.09,25,15.86,21.54,14,16.24,21.55,15,16.71,21.86,15,15.76,20.84,39,17.42,21.05,36,16.32,20.3,25,16.49,21.39,28,16.64,20.12,35,16.84,20.65,28,16.99,20.24,33,16.88,20.88,39
