17,17.98,23.44,42,16.43,24.07,59,16.52,22.69,40,16.92,23.71,45,17.63,23.87,41,16.55,23.09,41,18.15,23.85,50,18.06,22.85,52,18.2,23.08,54,18.64,22.53,57,18.37,23.83,57,17.13,23.12,48
18,10.88,15.58,72,10.59,15.76,44,10.29,15.17,107,10.28,15.61,130,9.72,14.63,106,10.01,15.02,104,10.12,16.06,37,9.73,15.23,63,9.41,14.98,122,9.97,15.03,61,10.38,15.4,119,10.29,15.24,94
19,13.67,19.84,73,12.76,18.87,63,12.95,19.01,75,12.33,18.87,74,12.87,19.5,65,13.1,19.28,61,13.39,19.66,66,13.08,18.71,66,13.9,19.58,61,13.26,18.77,68,14.21,19.61,76,13.5,19.12,61
20,33.3,42.3,43,34.69,43.46,59,32.31,41.32,58,34.2,43.65,51,34.51,43.68,43,32.83,44.04,43,32.86,43.44,36,32.41,43.95,42,32.62,42.87,31,33.94,42.96,52,34.17,41.43,52,32.34,42.79,39
21,27.0,34.5,77,28.19,32.8,69,26.46,34.71,41,26.83,32.78,79,28.3,32.65,33,26.67,34.82,71,26.92,33.6,68,26.65,34.11,44,27.11,34.74,79,27.85,34.01,26,25.97,33.89,24,25.42,33.71,59
22,10.4,12.55,31,9.49,12.88,29,10.35,13.05,48,10.5,12.96,20,9.84,12.85,45,10.06,13.1,50,9.37,13.04,24,10.37,12.5,57,10.25,12.61,57,10.38,12.56,52,9.94,12.6,58,10.23,12.78,42
23,8.91,13.53,243,9.23,15.1,270,9.1,14.9,290,8.55,15.06,230,8.85,13.85,250,9.05,13.52,228,9.68,15.03,299,8.87,14.71,225,9.18,13.68,275,9.14,13.75,274,9.11,14.18,282,8.56,13.79,238
24,0.84,1.64,421,0.82,1.69,417,0.82,1.51,427,0.85,1.56,445,0.83,1.67,496,0.87,1.69,453,0.83,1.65,474,0.84,1.56,445,0.83,1.64,464,0.9,1.65,471,0.88,1.66,485,0.89,1.58,461
25,5.0,7.08,120,4.9,7.49,83,5.13,6.86,126,5.41,7.1,132,5.08,7.21,70,5.25,7.17,97,5.6,6.69,94,5.5,7.32,90,4.82,6.81,72,5.38,7.1,105,5.82,7.0,128,5.6,6.8,136
26,4.03,8.6,30,4.0,7.96,29,3.96,8.45,25,3.84,8.07,27,4.17,7.7,25,3.95,7.96,29,4.88,7.8,30,4.39,8.4,23,4.85,8.69,21,4.61,8.67,21,4.6,8.06,22,4.12,8.64,21
27,4.48,7.35,33,3.78,7.84,26,3.55,7.86,34,3.76,8.01,26,4.21,7.53,26,3.92,7.8,33,4.06,7.37,36,4.47,8.02,26,4.37,7.29,38,4.13,7.33,27,4.37,7.74,39,4.15,7.33,33
28,22.69,27.73,68,23.13,27.17,67,23.11,27.93,77,22.98,27.56,63,23.37,27.22,64,23.29,27.4,68,22.67,27.71,66,23.38,28.01,63,23.11,27.77,60,22.68,27.51,68,22.84,27.33,66,22.78,28.08,64
29,21.16,27.28,80,22.23,28.08,62,22.42,26.47,89,21.22,26.45,87,22.46,28.07,88,22.31,26.31,88,21.78,27.61,63,21.9,27.37,68,21.97,27.11,61,21.27,26.96,67,20.66,26.28,68,20.71,27.27,64
30,11.25,13.51,95,11.22,13.52,84,10.72,14.91,91,11.37,14.69,86,10.71,13.78,88,10.7,13.45,94,10.64,14.59,90,10.68,13.43,99,10.56,14.6,94,10.61,13.44,98,10.55,14.58,85,11.41,14.87,96
31,27.35,30.16,34,27.5,30.11,36,27.05,30.93,33,27.26,31.59,34,25.95,31.85,38,25.77,30.33,39,27.21,30.7,40,25.97,31.74,39,25.79,31.55,32,27.44,31.44,36,26.83,31.6,38,25.89,30.2,39
32,16.6,20.32,21,16.6,20.17,33,16.32,21.78,22,16.94,21.5,14,16.55,21.99,23,16.1,20.8,29,17.31,21.78,13,16.26,20.86,38,15.85,21.91,27,16.78,21.91,20,16.65,20.2,36,16.14,21.3,25
